"glmImp" "rfIMP" "xgbImp" "stabImp" "varImp" "chiImp" "moyImp"
"NB_MOIS_REL_SIREN" 1.24859388532392 0.513619975851828 0.71498744973332 0.0862600123228589 0.155328879877431 0.34063468219915 0.509904147551418
"MNT_AUTO_DAILLY_SIREN" 0.569650922246094 0.0792732945921877 1.35622884527791 0.825631546518792 0.00660337056537596 0.0993821493662944 0.489461688094443
"ENGT_TIERS" 0 0.111574264345871 2.71580204696464 0 0.00749964694338913 0.0116092851971414 0.47441420724184
"RSS2" 0 1.97111044389951 0.642811668243144 0.179485118808433 0.00236042264870616 0.00183082769382525 0.466266413548936
"CATJUR_REF.5710" 0 0.0137685771244373 0.0649306285584691 0 2.62021569654517 0.0933478520500751 0.465377125713025
"CATJUR_REF.5710.1" 0 0.00606805914096812 0 0 2.62021569654517 0.0933478520500751 0.453271934622702
"RR7" 0.552702739605853 0.946921483637114 0.538998993776279 0.182164001178708 0.00130640991637208 0.475022271239152 0.449519316558913
"PD_N3" 0 0.0488173567522134 0 0 0.784948022941013 1.80875106227633 0.440419406994926
"TOP_CLNT_ACTIF_CLI_DITG_2_C.1.1" 0 0.0432948347863433 0 0 2.55570204171022 0.00977625093337165 0.434795521238322
"COT_BDF_ENTREP.5.1" 0.371515278263089 0.0614508545917227 0 0 0.814171168985111 1.3551667401425 0.433717340330404
"TOP_CLNT_ACTIF_CLI_DITG_2_C.1" 0 0.0351216108419014 0 0 2.55570204171022 0.00977625093337165 0.433433317247582
"TOP_CLNT_ACTIF_CLI_DITG_2_C.0" 0 0.0336743938001912 0.0063878899406254 0 2.54558815272129 0.00933048852677099 0.432496820831479
"TOP_CLNT_ACTIF_CLI_DITG_2_C.0.1" 0 0.0256956511947616 0 0 2.54558815272129 0.00933048852677099 0.430102382073803
"RL3" 0 1.88946113289114 0.687796980749798 0 0.00134328392498122 0.00183082769382525 0.430072037543291
"RSS10" 0.501609459701382 0.442151738078721 0.587210479926971 0.252350719279916 0.00119020262856629 0.754433412675743 0.423157668715217
"RR9" 0 1.72848526593868 0.532357091904004 0 0.000855292877157781 0.252415720788736 0.41901889525143
"COD_ACT_REF.9" 1.02370782037314 0.0104319490162288 0.0507522840599815 0 1.33339577816394 0.0503277476141485 0.41143592987124
"COD_ACT_REF.5" 1.87571338605185 0.0165240778289657 0.0546668557176972 0 0.459620232846645 0.0447108287158383 0.408539230193499
"COD_ACT_REF.7" 0.683029391758577 0.00430520684750436 0.0518519033293544 0 1.63939769135291 0.00195020844893236 0.39675573362288
"NB_JOUR_CRDT_SIREN_12M" 0 0.495831987610407 1.72182846572381 0.0819738005304187 0.0267336472213536 0.00435571806636905 0.388453936525394
"RL7" 0 1.65410800160164 0.665145436626808 0 0.00172065819980928 0.00305184094596428 0.387337656229037
"MNT_STK_EPARG_TOT_SIREN" 0.602935947740735 0.444483059539541 1.22643295428468 0 0.00775670044601914 0.0232520113310241 0.384143445557
"ENGT_SIREN" 0 0.133052718783954 2.08046498868957 0 0.009356572807653 0.0165074014357372 0.373230280286153
"NB_EP_MONT_SIREN" 0.853695423059774 0.279997847945108 1.0083705581743 0 0.018776734106843 0.0602396962841456 0.370180043261695
"RR13" 0 1.726737383686 0.479219688688244 0 0.000921176445652258 0.0085509738369444 0.36923820377614
"COT_BDF_ENTREP.5+.1" 0.119599691313565 0.0298038315719898 0 0 1.64525143254369 0.373071034491099 0.361287664986724
"COD_ACT_REF.2.1" 0.270359373233913 0.0174797820901191 0 0 1.68077300976308 0.17050741096718 0.356519929342382
"MT_MVT_DEBT_SIREN_12M" 0 0.301917461244671 1.81543957069309 0 0.00681738947722591 0.0103856828983035 0.355760017385549
"COT_BDF_ENTREP.0" 0 0.0131795404850443 0.0219366929478434 0 2.05242871486865 0.0134464502653898 0.350165233094488
"COT_BDF_ENTREP.0.1" 0 0.00875813606667741 0 0 2.05242871486865 0.0134464502653898 0.345772216866787
"NB_PRETNAM_SIREN" 0 0.050848618120631 1.14887157637142 0 0.127672980954405 0.717103362759781 0.340749423034373
"COT_BDF_ENTREP.4" 0 0.0221081282640428 0.0153655291431284 0 1.92436407181612 0.0770754372888233 0.339818861085352
"COT_BDF_ENTREP.3.1" 0.140564804847756 0.110606095503147 0 0 1.03287531796332 0.747739862144076 0.338631013409717
"COT_BDF_ENTREP.4.1" 0 0.0245089316315021 0 0 1.92436407181612 0.0770754372888233 0.337658073456074
"NB_PRET_ESCOMPTE_DAILLY_SIREN" 0 0.0496036774502071 1.14571012104907 0 0.140439063384316 0.52727278628499 0.310504274694763
"NB_PRETAM_SIREN" 0.589076341939926 0.0492131611867118 1.21152075442548 0 0.00324717301688779 0.00244128816031317 0.309249786454886
"RL1" 0 1.14463192333081 0.696604798368312 0 0.00118137964005969 0.00183082769382525 0.307374821505501
"COD_ALLUR_CAV_CLI.Autre.1" 1.32430015030335 0 0 0 0.166771479582296 0.352480014513237 0.307258607399814
"COD_ACT_REF.7.1" 0.196510593311491 0.00472179925308432 0 0 1.63939769135291 0.00195020844893236 0.307096715394403
"COT_BDF_ENTREP.4+" 0 0.0129413114545144 0.0148954735930645 0 1.319784593099 0.336719208343889 0.280723431081745
"COT_BDF_ENTREP.4+.1" 0 0.0114959641891545 0 0 1.319784593099 0.336719208343889 0.277999960938675
"RL3_NUMR" 0 1.17701671265054 0.428574846494727 0 0.0148675991000535 0.042936804798274 0.277232660507266
"TOP_FILLE_CONSO.0.1" 0.14683167166117 0.018364625405717 0 0 1.36755234623311 0.0948671669908428 0.27126930171514
"NB_ENG_FIN_SIREN" 0.665968400404072 0.02678871056957 0.916170104137295 0 0.00569291256017077 0.00610599039491339 0.27012101967767
"COT_BDF_ENTREP.6" 0.788613472496289 0.013795920719765 0.00741791608094498 0 0.436894304656829 0.373137834087236 0.269976574673511
"RL1_NUMR" 0 1.07236970957167 0.453635197744056 0 0.0148561246807842 0.042936804798274 0.263966306132464
"RSS9" 0 0.938195497168542 0.599763316664814 0 0.00191032441940841 0.0103856828983035 0.258375803525178
"MNT_STK_EPARGM_SIREN" 0 0.228534720711643 1.25520870871135 0 0.00611753604044059 0.0165074014357372 0.251061394483195
"RR4" 0 0.741444818353161 0.555151645722045 0.0926893300115192 0.00187638752653555 0.106604759242139 0.2496278234759
"TOP_FILLE_CONSO.1.1" 0 0.0284990283458553 0 0 1.36755234623311 0.0948671669908428 0.248486423594968
"RR2" 0 0.921589295157585 0.566013500957296 0 0.0011972407214457 0.00183082769382525 0.248438477421692
"TOP_FILLE_CONSO.1" 0 0.0181964717419045 0 0 1.36755234623311 0.0948671669908428 0.246769330827643
"MT_AUTO_SIREN" 0 0.0609787038068526 1.40624369028976 0 0.00253725279594523 0.00671709753557989 0.24607945740469
"COD_ACT_REF.9.1" 0.0831379212267948 0.0071213053317499 0 0 1.33339577816394 0.0503277476141485 0.245663792056105
"MNT_AUTO_ESCOMPTE_SIREN" 0 0.0341074371860432 1.35014576905739 0 0.0134625282950792 0.0592462340108687 0.24282699475823
"RR3" 0 0.888185621610405 0.559528380925499 0 0.0011982404922304 0.00183082769382525 0.241790511786993
"RSS9_NUMR" 0 1.17475497260441 0.252994652291759 0 0.0023209344992192 0.0085509738369444 0.239770255538723
"RL7_NUMR" 0 1.38055007870795 0 0 0.0148675991000535 0.042936804798274 0.239725747101047
"MNT_AUTO_CC_SIREN" 0 0.0638958820472383 1.31089428318059 0 0.0186488591197928 0.0443848692781917 0.239637315604302
"MNT_STK_EPARGF_SIREN" 0 0.0993426852215227 1.30620696920766 0 0.00520163963754956 0.015894812318537 0.237774351064212
"EFFECTIF_ENTREPRISE" 0.512136424061195 0.141095306777974 0.747528637861717 0 0.00457256277389875 0.00732829714214753 0.235443538102822
"COD_ALLUR_CAV_CLI.Autre" 0.88173175984594 0 0 0 0.166771479582296 0.352480014513237 0.233497208990246
"MT_IMPS_PRETAM_SIREN" 0.156062397056001 0.0143987249878441 0.797063753639412 0.176806236438158 0.00463270843776637 0.249422344251827 0.233064360801835
"NB_PRET_ESCOMPTE_SIREN" 0 0.0274525481478379 1.06751704797745 0 0.141994950541838 0.137196097988153 0.229026774109214
"RR9_NUMR" 0 1.33371650899838 0 0 0.0023209344992192 0.0085509738369444 0.224098069555757
"NB_CREANCES_COMM_SIREN" 0 0.0662611782149457 1.03911224376183 0 0.0208407401103282 0.189200568912501 0.219235788499935
"RL2" 0 0.594195139088469 0.692866911946832 0 0.00186803306446066 0.00183082769382525 0.215126818632264
"NB_EP_TOT_SIREN" 0 0.210250848696723 0.942112634989847 0 0.020731069675503 0.0769946518702357 0.208348200872051
"CATJUR_REF.5720" 0.753382809964202 0.0165400038783471 0.0637436561609145 0 0.33343323587272 0.0473917510362285 0.202415242818735
"ANC_ENTREPRISE" 0 0.376299453750617 0.730411023970385 0 0.0312670183097831 0.0611615510105595 0.199856507840224
"RL5" 0 0.490600953413533 0.683764154880751 0 0.00111729224548873 0.00671709753557989 0.197033249679225
"RR1_NUMR" 0.404270083644485 0.213275934906164 0.199632743076582 0 0.0119188748881923 0.350435018867473 0.19658877589715
"RSS14_DENR" 0 0.966389834842245 0.200218983877297 0 0.00232093559914217 0.0085509738369444 0.196246788025938
"RRF3_NUMR" 0 1.14389888457385 0 0 0.0023209344992192 0.0085509738369444 0.192461798818336
"RR5" 0 0.475432037715308 0.554291641455218 0 0.00225346906420423 0.106604759242139 0.189763651246145
"RR10" 0 0.351568884243018 0.519387058108707 0.259851589916687 0.000899352741552689 1.98725292379229e-28 0.188617814168327
"RL4" 0 0.423539929264673 0.687717564466875 0 0.00372997853083674 0.00549497569916645 0.186747074660259
"COD_ACT_REF.12" 0 0.0138339741400005 0 0 1.08203592155138 0.0144112834056012 0.18504686318283
"COD_ACT_REF.12.1" 0 0.01242006645903 0 0 1.08203592155138 0.0144112834056012 0.184811211902668
"NB_CRDT_TRESO_SIREN" 0 0.0348768580451376 1.02652865511168 0 0.0244975559802134 0.017801548719286 0.18395076964272
"RL5_NUMR" 0 0.385664904425382 0.397928462838214 0 0.00636470991995608 0.308154677779716 0.183018792493878
"RR13_NUMR" 0 0.942048160789539 0.145766581419567 0 0.00183365053623254 2.33383577399754e-32 0.181608065457556
"NB_ENG_GAR_SIREN" 0.0930039145306454 0.0258723538521425 0.915615810409241 0 0.0102734038029941 0.0430148471618853 0.181296721626151
"RL6" 0 0.386773591154686 0.672729219321393 0 0.00257888416452971 0.00427322355853653 0.177725819699857
"NB_EP_FINN_SIREN" 0 0.0259397517539422 1.02648099398222 0 0.00706307416555494 1.98725292379229e-28 0.176580636650287
"RR12" 0.227407254717031 0.313170790971167 0.497504706393678 0 0.00112605355809593 0.0180189146368662 0.17620462004614
"COT_BDF_ENTREP.3+.1" 0 0.00360677081088795 0 0 0.699076647132182 0.349421991461816 0.175350901567481
"RRF3" 0.0284457270617887 0.541202111662651 0.464988620219949 0 0.00171310530450019 0.0146699124072249 0.175169912776019
"COT_BDF_ENTREP.3+" 0 0.00184267488071991 0 0 0.699076647132182 0.349421991461816 0.17505688557912
"NB_PRET_SIREN" 0 0.070927552123081 0.936984270077452 0 0.0063889811401143 0.00305184094596428 0.169558774047769
"NB_CRDT_EQUIP_SIREN" 0 0.072012558001029 0.937722647795796 0 0.00306689821335143 0.00183082769382525 0.169105488617334
"RSS13" 0 0.433720777154618 0.579732426175186 0 0.000917822325665114 1.98725292379229e-28 0.169061837609245
"CATJUR_REF.5599" 0 0.00343416220313506 0.0698597442768065 0 0.921711988196807 0.00750002708761257 0.16708432029406
"RSS10_DENR" 0 0.731562861650207 0.246937790081057 0 0.00325378135503021 0.0134453834528817 0.165866636089863
"RSS11" 0 0.224560210719953 0.586426239798489 0.177342012912213 0.000821886664666165 1.98725292379229e-28 0.164858391682554
"MT_CRNC_PRETAM_SIREN" 0 0.0809154196069488 0.843717672022757 0 0.017818918974126 0.0258303658752892 0.161380396079854
"CATJUR_REF.5498" 0 0.00660980543023993 0.0762659681805111 0 0.818229931352965 0.0597700324324642 0.160145956232697
"RSS8" 0 0.349890530706601 0.60944223518654 0 0.000845541615823872 1.98725292379229e-28 0.160029717918161
"MT_ENGG_PRET_SIREN" 0 0.119478613592229 0.818848432533784 0 0.00738751576564188 0.00622928592977601 0.158657307970238
"RSS3_NUMR" 0 0.57616524971089 0.330439380103354 0 0.00288228763579479 0.0373907872599746 0.157812950785002
"MT_ENGG_BILN_PRET_SIREN" 0 0.112444900522844 0.809946718299108 0 0.00710684365392829 0.00810277836218527 0.156266873473011
"MT_CRNC_PRET_SIREN" 0 0.069300381814428 0.824308357587454 0 0.0183617017665492 0.021178738710047 0.15552486331308
"CATJUR_REF.5599.1" 0 0.00244880415848501 0 0 0.921711988196807 0.00750002708761257 0.155276803240484
"PERIMETRE.4" 0.764191131574572 0 0 0 0.12805150766821 0.037834556902485 0.155012866024211
"RL8" 0 0.185487632651916 0.647502029904861 0 0.000903486438586527 0.0917485933351931 0.154273623721759
"RRF4" 0 0.096826361187744 0.455817214374878 0.357898684668756 0.0012024130954798 0.00183082769382525 0.152262583503447
"MT_ENGG_BILN_PRETAM_SIREN" 0 0.0638430862055538 0.801934910956285 0 0.00786724235229479 0.0374075164777429 0.151842125998646
"RSS3" 0 0.274447616128071 0.629541274927157 0 0.00175845025734425 1.98725292379229e-28 0.150957890218762
"MT_ENGG_PRETAM_SIREN" 0 0.084561684962816 0.808567883503969 0 0.00788802834728552 0.00468635930107489 0.150950659352524
"COT_BDF_ENTREP.6.1" 0.0842521262434749 0.00544703212237051 0 0 0.436894304656829 0.373137834087236 0.149955216184985
"RR6" 0 0.352871774432249 0.543008194751013 0 0.00114215745363039 0.00183082769382525 0.149808825721786
"RL6_DENR" 0 0.233449354885762 0.372189769901932 0 0.0717269820977574 0.219081359615317 0.149407911083462
"RR8" 0 0.183736007743674 0.537866117481102 0 0.00133376275477198 0.173511334940366 0.149407870486652
"CATJUR_REF.5498.1" 0 0.00824330603489917 0 0 0.818229931352965 0.0597700324324642 0.147707211636721
"NB_PRET_PERSO_SIREN" 0.074257765561113 0.00249684150876685 0 0.543277344691795 0.00141908971770061 0.243341444756029 0.144132081039234
"MT_ENGG_HBILN_PRET_SIREN" 0 0.0152374021630546 0.816934502207932 0 0.00618181802512522 0.0146699124072249 0.142170605800556
"RSS4" 0 0.219352585522883 0.628087977277568 0 0.000546269738358237 0.00122045952556328 0.141534548677395
"RR1" 0 0.271778532574684 0.568952450484814 0 0.00164258045154148 0.00305184094596428 0.140904234076167
"RL2_DENR" 0 0.311683010417106 0.433141862705505 0 0.0103097745665887 0.0892461169775224 0.140730127444454
"RSS6" 0 0.227571337365989 0.613788121621267 0 0.00100999976744655 0.00122045952556328 0.140598319713378
"RL10" 0 0.194476080083493 0.645615447765514 0 0.00102975668050359 0.00122045952556328 0.140390290675846
"COD_ACT_REF.8" 0 0.00374859911758069 0 0 0.83442928684524 0.000652273030302503 0.139805026498854
"COD_ACT_REF.8.1" 0 0.000716872052723884 0 0 0.83442928684524 0.000652273030302503 0.139299738654711
"RL4_NUMR" 0 0.409535886421352 0.413468378372379 0 0.00232795769657311 0.00732829714214754 0.138776753272075
"COD_ACT_REF.4.1" 0 0.00827024352295041 0 0 0.816606854733573 0.00337369988967645 0.138041799691033
"COD_ACT_REF.4" 0 0.00633332081325255 0 0 0.816606854733573 0.00337369988967645 0.137718979239417
"MT_ENGG_HBILN_PRETAM_SIREN" 0 0.00484376486392874 0.799119462328276 0 0.00405143411686162 0.0122212252870182 0.136705981099347
"RR11" 0 0.310354948636778 0.501923651862692 0 0.000899650505054066 1.98725292379229e-28 0.135529708500754
"RR11_NUMR" 0 0.317748813218763 0.150892716242861 0 0.0115818493528093 0.331551479581751 0.135295809732697
"RL9" 0 0.139245975787306 0.646458581378397 0 0.00101610791703398 0.00122045952556328 0.13132352076805
"RRF2" 0 0.303197954315678 0.46803518200948 0 0.000692186277301423 0.0036624860717221 0.12926463477903
"RSS5" 0 0.133282178280178 0.618919925534335 0 0.0114752271752398 0.00793958923560427 0.12860282003756
"RL6_NUMR" 0 0.228358888682872 0.391396528871668 0 0.113415426572781 0.027853671919396 0.126837419341119
"COD_ACT_REF.13" 0 0.00274364020237606 0.0433803149890687 0 0.644688660299278 0.0575834001474479 0.124732669273028
"top_actif.1.1" 0 0.00114092185852509 0 0 0.734724866589556 0.000746743882526839 0.122768755388435
"top_actif.0" 0 0 0 0 0.734724866589556 0.000746743882526839 0.122578601745347
"top_actif.1" 0 0 0 0 0.734724866589556 0.000746743882526839 0.122578601745347
"top_actif.0.1" 0 0 0 0 0.734724866589556 0.000746743882526839 0.122578601745347
"COSEG_REF.1010" 0 0 0 0 0.73059328850426 0.00101406201532654 0.121934558419931
"COSEG_REF.3120" 0 0 0 0 0.73059328850426 0.00101406201532654 0.121934558419931
"COSEG_REF.1010.1" 0 0 0 0 0.73059328850426 0.00101406201532654 0.121934558419931
"COSEG_REF.3120.1" 0 0 0 0 0.73059328850426 0.00101406201532654 0.121934558419931
"COD_ALLUR_CAV_CLI." 0 0 0 0 0.729766544559451 0.00107262732399525 0.121806528647241
"RSS2_NUMR" 0 0.28608903724312 0.340101475203586 0 0.0148713801571768 0.0879344211756506 0.121499385629922
"RRF1" 0 0.241955814184352 0.473631550550814 0 0.000676458709872036 0.0116092851971414 0.121312184773697
"RSS14" 0 0.136306652458988 0.575023392748689 0 0.00105491500565693 0.00244128816031317 0.119137708062274
"RL10_NUMR" 0 0.176731265218386 0.350684004305434 0 0.0835558660860026 0.102673517132897 0.11894077545712
"COD_ACT_REF.13.1" 0 0.00208697312776465 0 0 0.644688660299278 0.0575834001474479 0.117393172262415
"RL1_DENR" 0 0.111313274848461 0.437462295632645 0 0.112386274666503 0.0388586744002019 0.116670086591302
"COD_ACT_REF.1.1" 0 0.00886448047385398 0 0 0.621074094804826 0.0608161276051947 0.115125783813979
"RL2_NUMR" 0 0.198223879944943 0.437008876068972 0 0.0108272722698365 0.0428326198093726 0.114815441348854
"RL3_DENR" 0 0.11643423181307 0.428526579713727 0 0.0938316811246482 0.0403213759947009 0.113185644774358
"RSS12" 0 0.0656452232750956 0.581854251326047 0 0.013348007276911 0.00671709753557989 0.111260763235606
"COD_ACT_REF.6.1" 0.212583287423235 0.0165387741210382 0 0 0.29312009889376 0.144386792551006 0.111104825498173
"COD_ACT_REF.18" 0 0.0032741359851629 0.0377602513026257 0 0.604138015583129 0.00689039669558253 0.108677133261083
"RR10_DENR" 0 0.611292266610355 0 0 0.00288228763579479 0.0373907872599746 0.108594223584354
"RL9_DENR" 0 0.136562972564674 0.355668537438994 0 0.114222733943006 0.0423525568557202 0.108134466800399
"RR6_NUMR" 0.0995021893774254 0.31397785836489 0.183069087503119 0 0.0189600427968975 0.0320536435218133 0.107927136927358
"PERIMETRE.0" 0 0.000822805519453591 0 0 0.615999267626812 0.019036191267687 0.105976377402325
"PERIMETRE.0.1" 0 0 0 0 0.615999267626812 0.019036191267687 0.105839243149083
"RL8_NUMR" 0 0.208431860637443 0.371585176603885 0 0.00464983795760043 0.030562853163061 0.102538288060332
"COD_ACT_REF.18.1" 0 0.00380142674846473 0 0 0.604138015583129 0.00689039669558253 0.102471639837863
"RSS1_NUMR" 0 0.141586114136041 0.347939338585918 0 0.0231435491031722 0.0972926083029124 0.101660268354674
"RSS11_DENR" 0 0.322118732886735 0.230972872177582 0 0.0037978098661362 0.0497255809162762 0.101102499307788
"RR7_DENR" 0 0.38133247409442 0.167594137513653 0 0.0202798299131865 0.0336064002140802 0.10046880695589
"RR5_NUMR" 0 0.35809310389441 0.189680808437639 0 0.00379780449712396 0.0497255809162762 0.100216216290908
"RL9_NUMR" 0 0.143823197936318 0.363587225109566 0 0.0510949918101227 0.0337001957934849 0.0987009351082486
"COD_ACT_REF.21" 0.204368791108458 0.00499695412686251 0.0314346962385906 0 0.299410020509612 0.0485768382524376 0.0981312167059934
"COD_ALLUR_CAV_CLI.00001.1" 0 0.000833612747959236 0 0 0.49006041519586 0.0950110944659513 0.0976508537349617
"COD_ALLUR_CAV_CLI.00001" 0 0 0 0 0.49006041519586 0.0950110944659513 0.0975119182769685
"RSS4_DENR" 0 0.186676007222828 0.312929367087703 0 0.0216107083214295 0.0617063857168604 0.0971537447248035
"RSS6_NUMR" 0 0.152895547688919 0.283160753675936 0 0.0976347739886359 0.0358172731293068 0.0949180580804663
"RR12_NUMR" 0 0.204477352076327 0 0 0.0119188748881923 0.350435018867473 0.0944718743053321
"ENDETT_FIN" 0 0.264849702967875 0.2561209771341 0 0.0103174130154251 0.0262756181726391 0.0929272852150066
"RR10_NUMR" 0 0.189963505206124 0 0 0.0119188748881923 0.350435018867473 0.0920528998269649
"COT_BDF_ENTREP." 0 0.00928843112609004 0.00174135580747532 0 0.526357765357849 3.95025356589953e-05 0.0895711758045122
"RR3_NUMR" 0 0.48711537698594 0 0 0.00288228763579479 0.0373907872599746 0.0878980753136182
"COD_ACT_REF.5.1" 0.000390174467898078 0.0133587381610323 0 0 0.459620232846645 0.0447108287158383 0.0863466623652356
"RR11_DENR" 0 0.476890033712962 0 0 0.00288228763579479 0.0373907872599746 0.0861938514347886
"RR7_NUMR" 0 0.30849443868966 0.181092340709049 0 0.00312368247370712 0.0201848857292181 0.0854825579336058
"RSS1_DENR" 0 0.128839633155818 0.342743849785217 0 0.0260699817465889 0.0125673652223916 0.0850368049850026
"RR2_NUMR" 0 0.448015876673891 0 0 0.00288228763579479 0.0373907872599746 0.0813814919282767
"RRF2_NUMR" 0 0.437492916494211 0 0 0.00288228763579479 0.0373907872599746 0.0796276652316634
"RR4_NUMR" 0 0.436703938721053 0 0 0.00288228763579479 0.0373907872599746 0.079496168936137
"RSS5_DENR" 0 0.0592414702595366 0.297522025268627 0 0.0275453482867877 0.0623026495597046 0.0744352488957759
"RR8_DENR" 0 0.383384089266078 0 0 0.0202798299131865 0.0336064002140802 0.0728783865655575
"RSS13_DENR" 0 0.39651972014493 0 0 0.00288228763579479 0.0373907872599746 0.0727987991734499
"RR2_DENR" 0 0.098305011169659 0.192634944094693 0 0.104222025237577 0.0371959818330437 0.0720596603891621
"RSS9_DENR" 0 0.144392009070121 0.252781568174967 0 0.00710160587974931 0.0254439882118208 0.071619861889443
"RSS10_NUMR" 0 0.148033383537124 0.247975669363559 0 0.016557758439059 0.0170893085572761 0.0716093533161697
